column,medium,source,needs_rescore,deployed_prompt,canonical_prompt,ensemble,low_signal,genre_track
element_message_or_theme,tv,prompts_master,False,"You are estimating audience-survey ratings for a TV show from its plot summary. How central is a message or theme to this work, as opposed to plot, character, or spectacle? Answer 1 (not thematic at all) to 5 (deeply theme-driven). Return ONLY JSON {""v"": number}.","You are estimating audience-survey ratings for a TV show from its plot summary. How central is a message or theme to this work, as opposed to plot, character, or spectacle? Answer 1 (not thematic at all) to 5 (deeply theme-driven). Return ONLY JSON {""v"": number}.",False,False,False
external_upheaval,tv,prompts_master,False,"You are estimating audience-survey ratings for a TV show from its plot summary. How much does the protagonist's external world and situation change from beginning to end, apart from any inner change? Answer 1 (barely at all) to 5 (transformed completely). Return ONLY JSON {""v"": number}.","You are estimating audience-survey ratings for a TV show from its plot summary. How much does the protagonist's external world and situation change from beginning to end, apart from any inner change? Answer 1 (barely at all) to 5 (transformed completely). Return ONLY JSON {""v"": number}.",False,False,False
felt_about,tv,prompts_master,False,"You are estimating audience-survey ratings for a TV show from its plot summary. Overall, how much would an audience enjoy this? Answer on a scale of 1 (hated it) to 7 (loved it). Return ONLY JSON {""v"": number}.","You are estimating audience-survey ratings for a TV show from its plot summary. Overall, how much would an audience enjoy this? Answer on a scale of 1 (hated it) to 7 (loved it). Return ONLY JSON {""v"": number}.",False,False,False
identity_disability_status,tv,prompts_master,False,"You are estimating audience-survey ratings for a TV show from its plot summary. Does the main protagonist belong to a historically marginalized group on the basis of disability? Answer 0 (no) or 1 (yes). Return ONLY JSON {""v"": number}.","You are estimating audience-survey ratings for a TV show from its plot summary. Does the main protagonist belong to a historically marginalized group on the basis of disability? Answer 0 (no) or 1 (yes). Return ONLY JSON {""v"": number}.",False,False,False
identity_ethnicity,tv,prompts_master,False,"You are estimating audience-survey ratings for a TV show from its plot summary. Does the main protagonist belong to a historically marginalized group on the basis of ethnicity? Answer 0 (no) or 1 (yes). Return ONLY JSON {""v"": number}.","You are estimating audience-survey ratings for a TV show from its plot summary. Does the main protagonist belong to a historically marginalized group on the basis of ethnicity? Answer 0 (no) or 1 (yes). Return ONLY JSON {""v"": number}.",False,False,False
identity_gender_identity,tv,prompts_master,False,"You are estimating audience-survey ratings for a TV show from its plot summary. Does the main protagonist belong to a historically marginalized group on the basis of gender identity? Answer 0 (no) or 1 (yes). Return ONLY JSON {""v"": number}.","You are estimating audience-survey ratings for a TV show from its plot summary. Does the main protagonist belong to a historically marginalized group on the basis of gender identity? Answer 0 (no) or 1 (yes). Return ONLY JSON {""v"": number}.",False,False,False
identity_language,tv,prompts_master,False,"You are estimating audience-survey ratings for a TV show from its plot summary. Does the main protagonist belong to a historically marginalized group on the basis of language? Answer 0 (no) or 1 (yes). Return ONLY JSON {""v"": number}.","You are estimating audience-survey ratings for a TV show from its plot summary. Does the main protagonist belong to a historically marginalized group on the basis of language? Answer 0 (no) or 1 (yes). Return ONLY JSON {""v"": number}.",False,False,False
identity_marginalized,tv,prompts_master,False,"You are estimating audience-survey ratings for a TV show from its plot summary. Does whichever protagonist scores highest on this belong to a historically marginalized group? Answer on a scale of 0 (no) or 1 (yes). Return ONLY JSON {""v"": number}.","You are estimating audience-survey ratings for a TV show from its plot summary. Does whichever protagonist scores highest on this belong to a historically marginalized group? Answer on a scale of 0 (no) or 1 (yes). Return ONLY JSON {""v"": number}.",False,False,False
identity_race,tv,prompts_master,False,"You are estimating audience-survey ratings for a TV show from its plot summary. Does the main protagonist belong to a historically marginalized group on the basis of race? Answer 0 (no) or 1 (yes). Return ONLY JSON {""v"": number}.","You are estimating audience-survey ratings for a TV show from its plot summary. Does the main protagonist belong to a historically marginalized group on the basis of race? Answer 0 (no) or 1 (yes). Return ONLY JSON {""v"": number}.",False,False,False
identity_religion,tv,prompts_master,False,"You are estimating audience-survey ratings for a TV show from its plot summary. Does the main protagonist belong to a historically marginalized group on the basis of religion? Answer 0 (no) or 1 (yes). Return ONLY JSON {""v"": number}.","You are estimating audience-survey ratings for a TV show from its plot summary. Does the main protagonist belong to a historically marginalized group on the basis of religion? Answer 0 (no) or 1 (yes). Return ONLY JSON {""v"": number}.",False,False,False
identity_socioeconomic_status,tv,prompts_master,False,"You are estimating audience-survey ratings for a TV show from its plot summary. Does the main protagonist belong to a historically marginalized group on the basis of socioeconomic class? Answer 0 (no) or 1 (yes). Return ONLY JSON {""v"": number}.","You are estimating audience-survey ratings for a TV show from its plot summary. Does the main protagonist belong to a historically marginalized group on the basis of socioeconomic class? Answer 0 (no) or 1 (yes). Return ONLY JSON {""v"": number}.",False,False,False
immersive_setting,tv,prompts_master,False,"You are estimating audience-survey ratings for a TV show from its plot summary. How immersive (fully realized, richly detailed) is its settings on average? Answer on a scale of 1 (not at all) to 7 (extremely). Return ONLY JSON {""v"": number}.","You are estimating audience-survey ratings for a TV show from its plot summary. How immersive (fully realized, richly detailed) is its settings on average? Answer on a scale of 1 (not at all) to 7 (extremely). Return ONLY JSON {""v"": number}.",False,False,False
inevitability,tv,prompts_master,False,"You are estimating audience-survey ratings for a TV show from its plot summary. Did the ending feel destined and inevitable, as though events had to unfold exactly this way, rather than arbitrary or contrived? Answer 1 (entirely arbitrary) to 7 (utterly inevitable). Return ONLY JSON {""v"": number}.","You are estimating audience-survey ratings for a TV show from its plot summary. Did the ending feel destined and inevitable, as though events had to unfold exactly this way, rather than arbitrary or contrived? Answer 1 (entirely arbitrary) to 7 (utterly inevitable). Return ONLY JSON {""v"": number}.",False,False,False
likable,tv,prompts_master,False,"You are estimating audience-survey ratings for a TV show from its plot summary. How likable is the main protagonist? Answer on a scale of 1 (very dislikable) to 5 (very likable). Return ONLY JSON {""v"": number}.","You are estimating audience-survey ratings for a TV show from its plot summary. How likable is the main protagonist? Answer on a scale of 1 (very dislikable) to 5 (very likable). Return ONLY JSON {""v"": number}.",False,False,False
n_side_characters,tv,prompts_master,False,"You are estimating audience-survey ratings for a TV show from its plot summary. Approximately how many named side characters appear? Answer on a scale of a single number. Return ONLY JSON {""v"": number}.","You are estimating audience-survey ratings for a TV show from its plot summary. Approximately how many named side characters appear? Answer on a scale of a single number. Return ONLY JSON {""v"": number}.",False,False,False
proactive,tv,prompts_master,False,"You are estimating audience-survey ratings for a TV show from its plot summary. How proactive rather than passive is the main protagonist? Answer on a scale of 1 (very passive) to 5 (very proactive). Return ONLY JSON {""v"": number}.","You are estimating audience-survey ratings for a TV show from its plot summary. How proactive rather than passive is the main protagonist? Answer on a scale of 1 (very passive) to 5 (very proactive). Return ONLY JSON {""v"": number}.",False,False,False
protag_invested,tv,prompts_master,False,"You are estimating audience-survey ratings for a TV show from its plot summary. How emotionally invested would a viewer be in the main protagonist? Answer on a scale of 1 (not at all) to 7 (extremely). Return ONLY JSON {""v"": number}.","You are estimating audience-survey ratings for a TV show from its plot summary. How emotionally invested would a viewer be in the main protagonist? Answer on a scale of 1 (not at all) to 7 (extremely). Return ONLY JSON {""v"": number}.",False,False,False
protag_real,tv,prompts_master,False,"You are estimating audience-survey ratings for a TV show from its plot summary. How real and believable does the protagonists on average feel? Answer on a scale of 1 (not at all) to 7 (extremely). Return ONLY JSON {""v"": number}.","You are estimating audience-survey ratings for a TV show from its plot summary. How real and believable does the protagonists on average feel? Answer on a scale of 1 (not at all) to 7 (extremely). Return ONLY JSON {""v"": number}.",False,False,False
